present,p5,ccode,scode,country,polity,persist,bmonth,bday,byear,emonth,eday,eyear,democ,autoc,xrreg,xrcomp,xropen,xconst,parreg,parcomp,exrec,exconst,polcomp
,0,530,ETH,Ethiopia,-77,2,5,25,1991,5,23,1993,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
,0,529,ETI,Ethiopia,-88,2,5,24,1993,8,14,1995,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,529,ETI,Ethiopia,1,10,8,15,1995,9,4,2005,3,2,2,2,4,3,3,3,7,3,6
,0,529,ETI,Ethiopia,-3,13,9,5,2005,4,1,2018,1,4,2,1,4,3,3,3,3,3,6
1,0,529,ETI,Ethiopia,1,1,4,2,2018,99,99,9999,3,2,2,1,4,5,2,3,3,5,7
,1,860,ETM,Timor Leste,6,4,5,20,2002,3,16,2006,6,0,2,2,4,7,2,0,7,7,5
,1,860,ETM,Timor Leste,7,6,3,17,2006,7,14,2012,7,0,2,2,4,7,2,3,7,7,7
1,1,860,ETM,Timor Leste,8,6,7,15,2012,99,99,9999,9,1,3,3,4,7,3,4,8,7,8
,0,375,FIN,Finland,8,2,12,6,1917,7,17,1919,8,0,3,3,4,7,2,3,8,7,7
,0,375,FIN,Finland,10,11,7,18,1919,7,15,1930,10,0,3,3,4,7,5,5,8,7,10
,0,375,FIN,Finland,-88,1,7,16,1930,2,16,1931,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,375,FIN,Finland,4,14,2,17,1931,9,2,1944,7,3,3,3,4,7,4,2,8,7,2
1,0,375,FIN,Finland,10,74,9,3,1944,99,99,9999,10,0,3,3,4,7,5,5,8,7,10
,1,950,FJI,Fiji,6,17,10,10,1970,5,15,1987,6,0,2,2,4,7,1,0,7,7,4
,1,950,FJI,Fiji,-88,1,5,16,1987,12,4,1987,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,1,950,FJI,Fiji,-1,3,12,5,1987,7,24,1990,1,2,1,0,0,3,3,3,4,3,6
,1,950,FJI,Fiji,5,8,7,25,1990,7,26,1998,6,1,2,2,4,6,3,3,7,6,6
,1,950,FJI,Fiji,6,1,7,27,1998,5,16,1999,7,1,2,2,4,6,3,4,7,6,8
,1,950,FJI,Fiji,8,1,5,17,1999,7,27,2000,9,1,3,3,4,7,3,4,8,7,8
,1,950,FJI,Fiji,-88,1,7,28,2000,9,30,2001,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,1,950,FJI,Fiji,5,1,10,1,2001,11,23,2004,6,1,2,2,4,6,3,3,7,6,6
,1,950,FJI,Fiji,6,2,11,24,2004,12,4,2006,7,1,2,2,4,6,3,4,7,6,8
,1,950,FJI,Fiji,-3,0,12,5,2006,4,11,2007,0,3,1,0,0,3,3,2,4,3,3
,1,950,FJI,Fiji,-4,7,4,12,2007,9,21,2014,0,4,1,0,0,2,3,2,4,2,3
,1,950,FJI,Fiji,2,4,9,22,2014,11,14,2018,3,1,2,0,0,4,3,4,5,4,8
1,1,950,FJI,Fiji,4,0,11,15,2018,99,99,9999,4,0,2,0,0,5,2,4,5,5,9
,0,220,FRN,France,-8,,1,1,1800,4,11,1814,0,8,2,1,4,1,4,2,3,1,2
,0,220,FRN,France,-4,16,4,12,1814,5,16,1830,1,5,3,1,2,3,3,3,2,3,6
,0,220,FRN,France,-1,18,5,17,1830,2,23,1848,3,4,3,1,2,5,3,3,2,5,6
,0,220,FRN,France,6,4,2,24,1848,12,2,1851,6,0,3,3,4,5,2,3,8,5,7
,0,220,FRN,France,-88,1,12,3,1851,11,2,1852,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,220,FRN,France,-8,8,11,3,1852,11,24,1860,0,8,2,1,4,1,4,2,3,1,2
,0,220,FRN,France,-88,2,11,25,1860,6,1,1863,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,220,FRN,France,-6,6,6,2,1863,9,6,1869,0,6,2,1,4,3,4,2,3,3,2
,0,220,FRN,France,-3,1,9,7,1869,9,4,1870,2,5,2,1,4,5,4,2,3,5,2
,0,220,FRN,France,-88,7,9,5,1870,12,13,1877,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,220,FRN,France,7,21,12,14,1877,6,30,1898,7,0,3,3,4,7,1,0,8,7,4
,0,220,FRN,France,8,21,7,1,1898,7,12,1919,8,0,3,3,4,7,2,3,8,7,7
,0,220,FRN,France,9,11,7,13,1919,4,30,1930,9,0,3,3,4,7,2,4,8,7,9
,0,220,FRN,France,10,10,5,1,1930,6,22,1940,10,0,3,3,4,7,5,5,8,7,10
,1,220,FRN,France,-66,4,6,23,1940,9,10,1944,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
,1,220,FRN,France,-88,2,9,11,1944,1,15,1947,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,1,220,FRN,France,8,11,1,16,1947,5,31,1958,8,0,3,3,4,7,2,3,8,7,7
,1,220,FRN,France,0,1,6,1,1958,1,7,1959,2,2,2,0,0,3,3,4,5,3,8
,1,220,FRN,France,4,7,1,8,1959,12,18,1965,5,1,2,2,4,4,3,4,7,4,8
,1,220,FRN,France,7,3,12,19,1965,4,28,1969,7,0,3,3,4,5,2,4,8,5,9
,1,220,FRN,France,9,17,4,29,1969,3,19,1986,9,0,3,3,4,6,5,5,8,6,10
1,1,220,FRN,France,10,33,3,20,1986,99,99,9999,10,0,3,3,4,7,5,5,8,7,10
,0,481,GAB,Gabon,-7,7,8,17,1960,3,15,1968,0,7,2,1,4,2,4,2,3,2,2
,0,481,GAB,Gabon,-9,22,3,16,1968,4,29,1990,0,9,2,1,4,1,4,1,3,1,1
,0,481,GAB,Gabon,-88,1,4,30,1990,6,22,1991,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,481,GAB,Gabon,-4,19,6,23,1991,10,15,2009,0,4,2,0,0,2,3,2,5,2,3
1,0,481,GAB,Gabon,3,9,10,16,2009,99,99,9999,4,1,2,2,4,4,3,3,7,4,6
,0,420,GAM,Gambia,8,16,2,18,1965,7,29,1981,8,0,3,3,4,5,5,5,8,5,10
,0,420,GAM,Gambia,7,9,7,30,1981,9,15,1990,7,0,3,3,4,5,2,4,8,5,9
,0,420,GAM,Gambia,8,4,9,16,1990,7,23,1994,8,0,3,3,4,5,5,5,8,5,10
,0,420,GAM,Gambia,-7,2,7,24,1994,9,26,1996,0,7,1,0,0,1,4,1,4,1,1
,0,420,GAM,Gambia,-6,0,9,27,1996,1,14,1997,0,6,2,0,0,1,4,2,5,1,2
,0,420,GAM,Gambia,-5,20,1,15,1997,1,25,2017,0,5,2,0,0,2,4,2,5,2,2
1,0,420,GAM,Gambia,4,2,1,26,2017,99,99,9999,4,0,2,2,4,5,2,0,7,5,5
,0,99,GCL,Gran Colombia,-1,7,8,3,1821,6,30,1828,1,2,1,0,0,3,3,3,4,3,6
,0,99,GCL,Gran Colombia,-5,2,7,1,1828,9,22,1830,1,6,2,1,4,1,3,3,3,1,6
,0,99,GCL,Gran Colombia,-88,1,9,23,1830,2,28,1832,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,265,GDR,Germany East,-66,4,5,8,1945,10,4,1949,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
,0,265,GDR,Germany East,-7,0,10,5,1949,2,8,1950,0,7,2,1,4,3,4,1,3,3,1
,0,265,GDR,Germany East,-8,11,2,9,1950,9,12,1960,0,8,2,1,4,2,4,1,3,2,1
,0,265,GDR,Germany East,-9,29,9,13,1960,11,24,1989,0,9,2,1,4,1,4,1,3,1,1
,0,265,GDR,Germany East,-88,1,11,25,1989,10,2,1990,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,260,GFR,Germany West,-66,4,5,8,1945,5,23,1949,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
,0,260,GFR,Germany West,10,41,5,24,1949,10,2,1990,10,0,3,3,4,7,5,5,8,7,10
,1,452,GHA,Ghana,1,2,7,1,1960,9,21,1962,2,1,2,2,4,3,2,0,7,3,5
,1,452,GHA,Ghana,-3,1,9,22,1962,2,22,1964,2,5,2,2,4,2,4,2,7,2,2
,1,452,GHA,Ghana,-9,2,2,21,1964,2,24,1966,0,9,2,1,4,1,4,1,3,1,1
,1,452,GHA,Ghana,-4,4,2,25,1966,7,30,1970,0,4,2,0,0,2,3,2,5,2,3
,1,452,GHA,Ghana,4,1,7,31,1970,1,13,1972,4,0,2,2,4,5,2,0,7,5,5
,1,452,GHA,Ghana,-7,6,1,14,1972,7,5,1978,0,7,1,0,0,1,4,1,4,1,1
,1,452,GHA,Ghana,-1,0,7,6,1978,1,1,1979,1,2,2,0,0,2,2,3,5,2,7
,1,452,GHA,Ghana,-5,1,1,2,1979,7,5,1978,0,5,2,0,0,1,3,2,5,1,3
,1,452,GHA,Ghana,5,2,9,25,1979,12,31,1981,5,0,2,2,4,5,2,3,7,5,7
,1,452,GHA,Ghana,-7,9,1,1,1982,5,10,1991,0,7,1,0,0,1,4,1,4,1,1
,1,452,GHA,Ghana,-4,2,5,11,1991,11,3,1992,0,4,2,0,0,2,3,2,5,2,3
,1,452,GHA,Ghana,-1,4,11,4,1992,12,8,1996,1,2,2,0,0,3,3,3,5,3,6
,1,452,GHA,Ghana,2,4,12,9,1996,1,6,2001,3,1,2,0,0,4,3,4,5,4,8
,1,452,GHA,Ghana,6,3,1,7,2001,12,6,2004,7,1,2,2,4,6,3,4,7,6,8
1,1,452,GHA,Ghana,8,14,12,7,2004,99,99,9999,8,0,3,3,4,6,2,4,8,6,9
,0,255,GMY,Prussia,-10,,1,1,1800,8,7,1806,0,10,3,1,1,1,4,1,1,1,1
,0,255,GMY,Prussia,-66,7,8,8,1806,2,28,1813,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
,0,255,GMY,Prussia,-10,27,3,1,1813,6,7,1840,0,10,3,1,1,1,4,1,1,1,1
,0,255,GMY,Prussia,-9,9,6,8,1840,12,5,1848,0,9,3,1,1,2,4,1,1,2,1
,0,255,GMY,Prussia,-8,6,12,6,1848,10,12,1854,0,8,3,1,1,2,4,2,1,2,2
,0,255,GMY,Prussia,-9,4,10,13,1854,6,30,1858,0,9,3,1,1,2,4,1,1,2,1
,0,255,GMY,Prussia,-8,1,7,1,1858,12,5,1859,0,8,3,1,1,2,4,2,1,2,2
,0,255,GMY,Prussia,-7,3,12,6,1859,9,22,1862,0,7,3,1,1,3,4,2,1,3,2
,0,255,GMY,Prussia,-7,5,9,23,1862,7,8,1867,0,7,3,1,2,3,4,2,2,3,2
,0,255,GMY,Prussia,-88,4,7,9,1867,1,18,1871,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,255,GMY,Germany,-4,7,1,19,1871,6,30,1878,0,4,3,1,2,3,1,0,2,3,4
,0,255,GMY,Germany,-4,12,7,1,1878,3,18,1890,1,5,3,1,2,3,3,3,2,3,6
,0,255,GMY,Germany,1,19,3,19,1890,7,14,1909,4,3,3,1,2,4,5,5,2,4,10
,0,255,GMY,Germany,2,9,7,15,1909,11,9,1918,5,3,3,1,2,5,5,5,2,5,10
,0,255,GMY,Germany,-88,1,11,10,1918,7,31,1919,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,255,GMY,Germany,6,14,8,1,1919,7,14,1933,6,0,3,3,4,5,2,3,8,5,7
,0,255,GMY,Germany,-9,12,7,15,1933,5,7,1945,0,9,2,1,4,1,4,1,3,1,1
1,0,255,GMY,Germany,10,28,10,2,1990,99,99,9999,10,0,3,3,4,7,5,5,8,7,10
,1,404,GNB,Guinea-Bissau,-7,6,9,10,1974,11,14,1980,0,7,2,1,4,3,4,1,3,3,1
,1,404,GNB,Guinea-Bissau,-9,4,11,15,1980,5,15,1984,0,9,2,1,4,1,4,1,3,1,1
,1,404,GNB,Guinea-Bissau,-8,8,5,16,1984,11,17,1991,0,8,2,1,4,2,4,1,3,2,1
,1,404,GNB,Guinea-Bissau,-5,3,11,18,1991,7,3,1994,0,5,2,1,4,3,3,2,3,3,3
,1,404,GNB,Guinea-Bissau,2,4,7,4,1994,6,7,1998,2,0,2,0,0,4,2,3,5,4,7
,1,404,GNB,Guinea-Bissau,-77,1,6,8,1998,5,13,1999,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
,1,404,GNB,Guinea-Bissau,-88,1,5,14,1999,2,16,2000,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,1,404,GNB,Guinea-Bissau,5,4,2,17,2000,9,14,2003,5,0,2,2,4,5,2,3,7,5,7
,1,404,GNB,Guinea-Bissau,-1,1,9,15,2003,9,30,2005,1,2,1,0,0,2,2,3,4,2,7
,1,404,GNB,Guinea-Bissau,6,4,10,1,2005,9,7,2009,6,0,2,2,4,6,2,3,7,6,7
,1,404,GNB,Guinea-Bissau,6,3,9,8,2009,4,12,2012,7,1,2,2,4,6,3,4,7,6,8
,1,404,GNB,Guinea-Bissau,1,2,4,13,2012,6,22,2014,2,1,2,0,0,4,3,3,5,4,6
1,1,404,GNB,Guinea-Bissau,6,5,6,23,2014,99,99,9999,7,1,2,2,4,6,3,4,7,6,8
,0,350,GRC,Greece,-5,3,5,17,1827,2,3,1830,0,5,2,1,4,1,1,0,3,1,4
,0,350,GRC,Greece,-4,3,2,4,1830,1,28,1833,1,5,2,1,4,1,2,3,3,1,7
,0,350,GRC,Greece,-3,11,1,29,1833,3,30,1844,0,3,1,0,0,1,1,0,4,1,4
,0,350,GRC,Greece,-4,18,3,31,1844,2,13,1862,0,4,3,1,2,3,1,0,2,3,4
,0,350,GRC,Greece,-88,3,2,14,1862,11,28,1864,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,350,GRC,Greece,7,6,11,29,1864,6,30,1870,7,0,3,3,4,7,1,0,8,7,4
,0,350,GRC,Greece,9,10,7,1,1870,6,30,1880,9,0,3,3,4,7,1,4,8,7,
,0,350,GRC,Greece,10,35,7,1,1880,11,5,1915,10,0,3,3,4,7,5,5,8,7,10
,0,350,GRC,Greece,1,1,11,6,1915,6,21,1916,3,2,3,2,3,3,3,3,6,3,6
,0,350,GRC,Greece,-66,4,6,22,1916,12,5,1920,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
,0,350,GRC,Greece,1,2,12,6,1920,9,26,1922,3,2,3,2,3,3,3,3,6,3,6
,0,350,GRC,Greece,-88,2,9,27,1922,5,1,1924,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,350,GRC,Greece,-3,1,5,2,1924,6,25,1925,1,4,1,0,0,1,3,3,4,1,6
,0,350,GRC,Greece,-6,1,6,26,1925,9,24,1926,0,6,1,0,0,1,4,2,4,1,2
,0,350,GRC,Greece,10,8,9,25,1926,10,19,1934,10,0,3,3,4,7,5,5,8,7,10
,0,350,GRC,Greece,8,2,10,20,1934,8,4,1936,8,0,3,3,4,7,2,3,8,7,7
,0,350,GRC,Greece,-8,5,8,5,1936,4,24,1941,0,8,2,1,4,1,4,2,3,1,2
,0,350,GRC,Greece,-77,4,4,25,1941,12,30,1944,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
,0,350,GRC,Greece,8,5,12,31,1944,10,16,1949,8,0,3,3,4,7,2,3,8,7,7
,0,350,GRC,Greece,4,17,10,17,1949,4,21,1967,7,3,3,3,4,7,4,2,8,7,2
,0,350,GRC,Greece,-7,7,4,22,1967,7,23,1974,0,7,1,0,0,1,4,1,4,1,1
,0,350,GRC,Greece,-88,1,7,24,1974,6,7,1975,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,350,GRC,Greece,8,11,6,8,1975,3,7,1986,8,0,3,3,4,5,5,5,8,5,10
1,0,350,GRC,Greece,10,33,3,8,1986,99,99,9999,10,0,3,3,4,7,5,5,8,7,10
,1,372,GRG,Georgia,3,1,4,9,1991,1,6,1992,4,1,2,2,4,4,3,3,7,4,6
,1,372,GRG,Georgia,-77,2,1,7,1992,12,31,1993,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
,1,372,GRG,Georgia,-88,2,1,1,1994,11,25,1995,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,1,372,GRG,Georgia,4,4,11,26,1995,4,8,2000,4,0,2,2,4,5,2,0,7,5,5
,1,372,GRG,Georgia,2,4,4,9,2000,1,24,2004,4,2,2,2,4,5,3,2,7,5,3
,1,372,GRG,Georgia,6,4,1,25,2004,11,6,2007,6,0,2,2,4,5,2,4,7,5,9
,1,372,GRG,Georgia,6,6,11,7,2007,11,16,2013,7,1,3,3,4,5,3,4,8,5,8
1,1,372,GRG,Georgia,7,5,11,17,2013,99,99,9999,8,1,3,3,4,6,3,4,8,6,8
,0,90,GUA,Guatemala,-3,12,4,30,1839,10,22,1850,1,4,1,0,0,1,3,3,4,1,6
,0,90,GUA,Guatemala,-1,3,10,23,1850,4,30,1854,1,2,1,0,0,3,3,3,4,3,6
,0,90,GUA,Guatemala,-3,17,5,1,1854,6,20,1871,1,4,1,0,0,1,3,3,4,1,6
,0,90,GUA,Guatemala,-88,2,6,21,1871,3,29,1873,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,90,GUA,Guatemala,-1,4,3,30,1873,10,23,1876,1,2,1,0,0,3,3,3,4,3,6
,0,90,GUA,Guatemala,-5,2,10,24,1876,3,15,1879,1,6,2,1,4,1,3,3,3,1,6
,0,90,GUA,Guatemala,-88,1,3,16,1879,12,11,1879,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,90,GUA,Guatemala,2,17,12,12,1879,6,30,1896,4,2,3,3,4,3,3,3,8,3,6
,0,90,GUA,Guatemala,-3,2,7,1,1896,10,2,1898,1,4,1,0,0,1,3,3,4,1,6
,0,90,GUA,Guatemala,2,2,10,3,1898,6,30,1900,4,2,3,3,4,3,3,3,8,3,6
,0,90,GUA,Guatemala,-9,21,7,1,1900,12,5,1921,0,9,2,1,4,1,4,1,3,1,1
,0,90,GUA,Guatemala,2,9,12,6,1921,3,15,1931,4,2,3,3,4,3,3,3,8,3,6
,0,90,GUA,Guatemala,-9,14,3,16,1931,12,19,1944,0,9,2,1,4,1,4,1,3,1,1
,0,90,GUA,Guatemala,5,6,12,20,1944,12,10,1950,6,1,3,3,4,3,5,5,8,3,10
,0,90,GUA,Guatemala,2,4,12,11,1950,6,27,1954,4,2,3,3,4,3,3,3,8,3,6
,0,90,GUA,Guatemala,-6,4,6,28,1954,1,19,1958,0,6,1,0,0,1,4,2,4,1,2
,0,90,GUA,Guatemala,-5,5,1,20,1958,3,30,1963,0,5,2,1,4,3,3,2,3,3,3
,0,90,GUA,Guatemala,-5,3,3,31,1963,3,6,1966,0,5,1,0,0,1,3,2,4,1,3
,0,90,GUA,Guatemala,3,4,3,7,1966,3,1,1970,4,1,3,3,4,3,2,3,8,3,7
,0,90,GUA,Guatemala,1,4,3,2,1970,3,3,1974,3,2,2,2,4,3,3,3,7,3,6
,0,90,GUA,Guatemala,-3,4,3,4,1974,3,5,1978,1,4,2,1,4,3,3,3,3,3,6
,0,90,GUA,Guatemala,-5,4,3,6,1978,3,23,1982,0,5,2,1,4,3,3,2,3,3,3
,0,90,GUA,Guatemala,-7,2,3,24,1982,7,1,1984,0,7,1,0,0,1,4,1,4,1,1
,0,90,GUA,Guatemala,-6,1,7,2,1984,5,31,1985,0,6,1,0,0,1,4,2,4,1,2
,0,90,GUA,Guatemala,-88,1,6,1,1985,1,14,1986,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,90,GUA,Guatemala,3,10,1,15,1986,1,15,1996,4,1,3,3,4,3,2,3,8,3,7
,0,90,GUA,Guatemala,8,20,1,16,1996,9,2,2015,8,0,3,3,4,6,2,4,8,6,9
1,0,90,GUA,Guatemala,8,3,9,3,2015,99,99,9999,9,1,3,3,4,7,3,4,8,7,8
,1,438,GUI,Guinea,-9,26,10,2,1958,4,2,1984,0,9,2,1,4,1,4,1,3,1,1
,1,438,GUI,Guinea,-7,8,4,3,1984,1,15,1991,0,7,1,0,0,1,4,1,4,1,1
,1,438,GUI,Guinea,-5,4,1,16,1991,6,11,1995,0,5,1,0,0,2,4,2,4,2,2
,1,438,GUI,Guinea,-1,15,6,12,1995,12,23,2008,1,2,2,0,0,3,3,3,5,3,6
,1,438,GUI,Guinea,-1,2,12,24,2008,12,20,2010,1,2,1,0,0,3,3,3,4,3,6
,1,438,GUI,Guinea,1,3,12,21,2010,9,27,2013,3,2,2,2,4,3,3,3,7,3,6
1,1,438,GUI,Guinea,4,5,9,28,2013,99,99,9999,4,0,2,2,4,4,2,3,7,4,7
,1,110,GUY,Guyana,2,3,5,26,1966,12,16,1968,5,3,2,1,4,7,3,3,3,7,6
,1,110,GUY,Guyana,1,9,12,17,1968,4,10,1978,4,3,2,1,4,6,3,3,3,6,6
,1,110,GUY,Guyana,0,3,4,11,1978,10,5,1980,3,3,2,1,4,5,3,3,3,5,6
,1,110,GUY,Guyana,-7,12,10,6,1980,10,5,1992,0,7,2,1,4,1,3,2,3,1,3
,1,110,GUY,Guyana,6,23,10,6,1992,5,15,2015,6,0,3,3,4,5,2,3,8,5,7
1,1,110,GUY,Guyana,7,4,5,16,2015,99,99,9999,8,1,3,3,4,6,3,4,8,6,8
,1,41,HAI,Haiti,-3,95,7,1,1820,7,27,1915,0,7,1,0,0,1,4,1,4,1,1
,1,41,HAI,Haiti,-66,19,7,28,1915,8,15,1934,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
,1,41,HAI,Haiti,4,1,8,16,1934,6,17,1935,4,0,2,2,4,5,1,0,7,5,4
,1,41,HAI,Haiti,1,10,6,18,1935,1,11,1946,2,1,2,2,4,3,1,0,7,3,4
,1,41,HAI,Haiti,-88,1,1,12,1946,8,15,1946,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,1,41,HAI,Haiti,4,4,8,16,1946,5,10,1950,4,0,2,2,4,5,1,0,7,5,4
,1,41,HAI,Haiti,-5,8,5,11,1950,12,12,1956,0,5,2,1,4,1,1,0,3,1,4
,1,41,HAI,Haiti,-88,1,12,13,1956,10,21,1957,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,1,41,HAI,Haiti,4,4,10,22,1957,6,13,1961,4,0,2,2,4,5,1,0,7,5,4
,1,41,HAI,Haiti,-7,10,6,14,1961,4,21,1971,0,7,1,0,0,1,4,1,4,1,1
,1,41,HAI,Haiti,-9,8,4,22,1971,7,4,1979,0,9,2,1,4,1,4,1,3,1,1
,1,41,HAI,Haiti,-8,7,7,5,1979,2,7,1986,0,8,2,1,4,1,4,2,3,1,2
,1,41,HAI,Haiti,-77,6,2,8,1986,9,30,1991,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
,1,41,HAI,Haiti,-7,3,10,1,1991,10,14,1994,0,7,1,0,0,1,4,1,4,1,1
,1,41,HAI,Haiti,6,1,10,15,1994,2,6,1996,6,0,2,2,4,6,2,3,7,6,7
,1,41,HAI,Haiti,7,3,2,7,1996,1,10,1999,7,0,2,2,4,7,2,3,7,7,7
,1,41,HAI,Haiti,-88,2,1,11,1999,11,25,2000,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,1,41,HAI,Haiti,-2,3,11,26,2000,3,8,2004,1,3,2,1,4,3,2,3,3,3,7
,1,41,HAI,Haiti,-88,2,3,9,2004,5,13,2006,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,1,41,HAI,Haiti,5,4,5,14,2006,1,12,2010,6,1,2,2,4,6,3,3,7,6,6
,1,41,HAI,Haiti,-77,6,1,13,2010,2,13,2016,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
,1,41,HAI,Haiti,-88,1,2,14,2016,2,6,2017,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
1,1,41,HAI,Haiti,5,2,2,7,2017,99,99,9999,6,1,2,2,4,5,3,4,7,5,8
,0,91,HON,Honduras,-3,9,1,10,1839,2,4,1848,1,4,2,1,4,3,3,3,3,3,6
,0,91,HON,Honduras,0,5,2,5,1848,10,31,1852,3,3,2,1,4,5,3,3,3,5,6
,0,91,HON,Honduras,-66,1,11,1,1852,4,28,1854,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
,0,91,HON,Honduras,0,10,4,29,1854,2,15,1864,3,3,2,1,4,5,3,3,3,5,6
,0,91,HON,Honduras,-3,31,2,16,1864,10,14,1894,1,4,2,1,4,3,3,3,3,3,6
,0,91,HON,Honduras,5,9,10,15,1894,2,8,1904,6,1,3,3,4,5,3,3,8,5,6
,0,91,HON,Honduras,0,3,2,9,1904,3,25,1907,4,4,3,3,4,1,3,3,8,1,6
,0,91,HON,Honduras,-66,1,3,26,1907,9,1,1908,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
,0,91,HON,Honduras,5,3,9,2,1908,1,9,1912,6,1,3,3,4,5,3,3,8,5,6
,0,91,HON,Honduras,-66,1,1,10,1912,3,21,1913,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
,0,91,HON,Honduras,5,6,3,22,1913,9,9,1919,6,1,3,3,4,5,3,3,8,5,6
,0,91,HON,Honduras,-66,1,9,10,1919,6,30,1920,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
,0,91,HON,Honduras,5,4,7,1,1920,6,8,1924,6,1,3,3,4,5,3,3,8,5,6
,0,91,HON,Honduras,-66,1,6,9,1924,7,7,1925,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
,0,91,HON,Honduras,5,11,7,8,1925,4,15,1936,6,1,3,3,4,5,3,3,8,5,6
,0,91,HON,Honduras,-3,21,4,16,1936,10,21,1956,1,4,2,1,4,3,3,3,3,3,6
,0,91,HON,Honduras,-1,14,10,22,1956,3,28,1971,1,2,1,0,0,3,3,3,4,3,6
,0,91,HON,Honduras,0,2,3,29,1971,12,4,1972,1,1,2,0,0,3,2,3,5,3,7
,0,91,HON,Honduras,-1,8,12,5,1972,7,25,1980,1,2,1,0,0,3,3,3,4,3,6
,0,91,HON,Honduras,-88,1,7,26,1980,1,27,1982,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,91,HON,Honduras,6,4,1,28,1982,11,24,1985,6,0,2,2,4,6,2,3,7,6,7
,0,91,HON,Honduras,5,4,11,25,1985,11,26,1989,5,0,2,2,4,5,2,3,7,5,7
,0,91,HON,Honduras,6,9,11,27,1989,1,26,1999,6,0,2,2,4,5,2,4,7,5,9
1,0,91,HON,Honduras,7,20,1,27,1999,99,99,9999,7,0,3,3,4,5,2,4,8,5,9
,0,310,HUN,Hungary,-4,53,5,29,1867,11,16,1918,1,5,3,1,2,3,3,3,2,3,6
,0,310,HUN,Hungary,-88,0,11,17,1918,3,21,1919,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,310,HUN,Hungary,-7,1,3,22,1919,2,29,1920,0,7,1,0,0,1,4,1,4,1,1
,0,310,HUN,Hungary,-1,25,3,1,1920,10,15,1944,1,2,1,0,0,3,3,3,4,3,6
,0,310,HUN,Hungary,-66,0,10,16,1944,4,4,1945,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
,0,310,HUN,Hungary,-88,4,4,5,1945,12,15,1948,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,310,HUN,Hungary,-7,8,12,16,1948,10,22,1956,0,7,2,1,4,3,4,1,3,3,1
,0,310,HUN,Hungary,-77,0,10,23,1956,11,3,1956,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
